Country,Year,Date,Holiday_Name,Local_Name,Type,Description
US,2035,2035-03-22,World Water Day,,United Nations observance,World Water Day aims to increase people's awareness of the water's importance in all aspects of life.
US,2035,2035-03-23,Good Friday,,"Local holiday, Christian",Good Friday commemorates Jesus Christ's crucifixion.
US,2035,2035-03-23,World Meteorological Day,,United Nations observance,"World Meteorological Day marks the anniversary of the World Meteorological Organization's establishment on March 23, 1950."
US,2035,2035-03-24,Holy Saturday,,Christian,Holy Saturday is the day before Easter Sunday in the United States.
US,2035,2035-03-24,International Day for the Right to the Truth concerning Gross Human Rights Violations and for the Dignity of Victims,,United Nations observance,March 24 is the UN’s International Day for the Right to the Truth concerning Gross Human Rights Violations and for the Dignity of Victims
US,2035,2035-03-24,World Tuberculosis Day,,United Nations observance,World Tuberculosis Day is annually held on March 24 to raise awareness of tuberculosis and ways to eradicate the disease.
US,2035,2035-03-25,Easter Sunday,,"Observance, Christian","Easter Sunday is an important day in the Christian church calendar because it celebrates Jesus Christ's resurrection, according to Christian belief."
US,2035,2035-03-25,International Day of Remembrance of Slavery Victims and the Transatlantic Slave Trade,,United Nations observance,"The International Day of Remembrance of the Victims of Slavery and the Transatlantic Slave Trade remembers the lives of Africans who were forced into slavery in North, Central and South America."
US,2035,2035-03-25,International Day of Solidarity with Detained and Missing Staff Members,,United Nations observance,The UN’s International Day of Solidarity with Detained and Missing Staff Members is annually held on March 25.
US,2035,2035-03-25,Purim,,Hebrew,"Purim commemorates a time when Jewish people were saved from death around the fourth century BCE, according to the Book of Esther."
US,2035,2035-03-26,Easter Monday,,"Observance, Christian",Easter Monday is the day after Easter Sunday. It is not a federal holiday in the United States of America (USA).
US,2035,2035-03-29,National Vietnam War Veterans Day,,Observance,National Vietnam War Veterans Day is an US observance to honor US military members who served during the Vietnam War.
US,2035,2035-03-30,Doctors' Day,,Observance,Doctors' Day is a observance in the USA
US,2035,2035-03-31,Earth Hour,,Worldwide observance,Earth Hour is an annual event in which many people worldwide turn their lights off on the last Saturday in March.
US,2035,2035-03-31,International Transgender Day of Visibility,,Worldwide observance,International Transgender Day of Visibility is a worldwide observance in the USA
US,2035,2035-04-01,April Fool's Day,,Worldwide observance,"April Fool's Day, on April 1, is a day to play practical jokes and tricks."
US,2035,2035-04-02,World Autism Awareness Day,,United Nations observance,"World Autism Awareness Day raises an awareness of issues surrounding people, particularly children, with autism worldwide."
US,2035,2035-04-04,United Nations' Mine Awareness Day,,United Nations observance,The United Nations' International Day for Mine Awareness and Assistance in Mine Action is annually observed on April 4.
US,2035,2035-04-05,International Day of Conscience,,United Nations observance,International Day of Conscience is a United Nations observance in the USA
US,2035,2035-04-06,International Day of Sport for Development and Peace,,United Nations observance,The International Day of Sport for Development and Peace aims to bring goodwill and positive social outcomes through sporting achievements.
US,2035,2035-04-06,National Tartan Day,,Observance,National Tartan Day is annually observed on April 6 to honor the major role that Scottish Americans played in the founding of the United States of America.
US,2035,2035-04-07,Day of Remembrance of the Victims of the Rwanda Genocide,,United Nations observance,The UN’s Day of Remembrance of the Victims of the Rwanda Genocide is observed on April 7 each year.
US,2035,2035-04-07,United Nations' World Health Day,,United Nations observance,"The World Health Organization, the United Nations' the directing and coordinating authority for health, annually highlights one of its priorities for global health on World Health Day."
US,2035,2035-04-10,National Library Workers' Day,,Observance,"National Library Workers’ Day recognizes the efforts and achievements that librarians make to give Americans access to information via books, computers and other media."
US,2035,2035-04-12,International Day of Human Space Flight,,United Nations observance,The UN’s International Day of Human Space Flight is annually held on April 12.
US,2035,2035-04-13,Friday the 13th,,Worldwide observance,Friday the 13th is a day full of superstitious beliefs in communities worldwide.
US,2035,2035-04-13,Thomas Jefferson's Birthday,,Observance,Americans celebrate president Thomas Jefferson's Birthday on April 13.
US,2035,2035-04-14,World Chagas Disease Day,,United Nations observance,World Chagas Disease Day is a United Nations observance in the USA
US,2035,2035-04-15,World Art Day,,Worldwide observance,World Art Day is a worldwide observance in the USA
US,2035,2035-04-16,Boston Marathon,,Sporting event,Boston Marathon is one of the world's oldest yearly marathon. It is held annually on Patriot's Day in the month of April.
US,2035,2035-04-17,Tax Day,,Observance,Tax Day is the deadline for United States residents to file details of their income to the Internal Revenue Service (IRS) so that their liability for income tax can be assessed.
US,2035,2035-04-18,International Day for Monuments and Sites,,Worldwide observance,The International Day for Monuments and Sites raises awareness on preserving and conserving historical and archeological heritage sites.
US,2035,2035-04-20,Chinese Language Day,,United Nations observance,Chinese Language Day is a United Nations observance that celebrates one of the organization’s 6 official languages – Chinese.
US,2035,2035-04-21,World Creativity and Innovation Day,,United Nations observance,World Creativity and Innovation Day is a United Nations observance in the USA
US,2035,2035-04-22,Earth Day,,United Nations observance,The United Nations' International Mother Earth Day promotes environmental awareness and calls for the protection of our planet.
US,2035,2035-04-23,English Language Day,,United Nations observance,"English Language Day promotes the history, culture and accomplishments of the English language."
US,2035,2035-04-23,Passover Eve,,Hebrew,Passover Eve is a Jewish holiday in the USA
US,2035,2035-04-23,World Book and Copyright Day,,United Nations observance,World Book and Copyright Day is an occasion to celebrate the contribution of books and authors to our global culture and the connection between copyright and books.
US,2035,2035-04-23,World Spanish Language Day,,United Nations observance,World Spanish Language Day is a United Nations observance in the USA
US,2035,2035-04-24,International Day of Multilateralism and Diplomacy for Peace,,United Nations observance,International Day of Multilateralism and Diplomacy for Peace is a United Nations observance in the USA
US,2035,2035-04-24,Passover (first day),,Hebrew,Passover marks the Israelites' liberation from slavery and their exodus from Egypt around 3000 years ago.
US,2035,2035-04-25,Administrative Professionals Day,,Observance,Administrative Professionals Day® is on the Wednesday of the last full week of April. It remembers the important role of administrative professionals.
US,2035,2035-04-25,International Delegate's Day,,United Nations observance,International Delegate's Day is a United Nations observance in the USA
US,2035,2035-04-25,World Malaria Day,,United Nations observance,World Malaria Day is annually observed on April 25 to promote efforts that provide effective control of malaria worldwide.
US,2035,2035-04-26,International Chernobyl Disaster Remembrance Day,,United Nations observance,International Chernobyl Disaster Remembrance Day is a UN holiday designed to raise awareness of the consequences of the 1986 nuclear accident.
US,2035,2035-04-26,International Girls in ICT Day,,United Nations observance,International Girls in ICT Day is a United Nations observance in the USA
US,2035,2035-04-26,Take our Daughters and Sons to Work Day,,Observance,Take our Daughters and Sons to Work Day is a observance in the USA
US,2035,2035-04-26,World Intellectual Property Day,,United Nations observance,World Intellectual Property Day is annually held on April 26 to increase awareness and understanding of intellectual property worldwide.
US,2035,2035-04-27,Orthodox Good Friday,,Orthodox,Many Orthodox Christians in the United States remember the events leading up to Jesus Christ's crucifixion on Great Friday.
US,2035,2035-04-28,Orthodox Holy Saturday,,Orthodox,Many Orthodox Christians in the United States remember Jesus Christ’s burial and his descent into Hades on Holy Saturday.
US,2035,2035-04-28,World Day for Safety and Health at Work,,United Nations observance,The World Day for Safety and Health at Work is observed on April 28 each year.
US,2035,2035-04-29,Orthodox Easter,,Orthodox,"Many Orthodox Christians in the United States mark Easter Sunday, also known as Pascha, as the day Jesus Christ was resurrected, according to the Christian bible."
US,2035,2035-04-30,International Jazz Day,,United Nations observance,"International Jazz Day recognizes the historical, cultural, and educational contribution of jazz."
US,2035,2035-04-30,Orthodox Easter Monday,,Orthodox,Many Orthodox churches in the United States observe Easter Monday on the day after the Orthodox Easter Sunday date.
US,2035,2035-05-01,First Day of Asian Pacific American Heritage Month,,Observance,First Day of Asian Pacific American Heritage Month is a annual monthly observance in the USA
US,2035,2035-05-01,First Day of Jewish American Heritage Month,,Observance,First Day of Jewish American Heritage Month is a annual monthly observance in the USA
US,2035,2035-05-01,First Day of Military Appreciation Month,,Observance,First Day of Military Appreciation Month is a annual monthly observance in the USA
US,2035,2035-05-01,Last Day of Passover,,Hebrew,"The last day of Passover marks the end of the Passover period, which lasts for seven or eight days."
US,2035,2035-05-01,Law Day,,Observance,Law Day in the United States is annually held on May 1.
US,2035,2035-05-01,Loyalty Day,,Observance,Loyalty Day is a special day for people to reaffirm their loyalty to the United States and to recognize the heritage of American freedom.
US,2035,2035-05-02,World Tuna Day,,United Nations observance,World Tuna Day is a UN holiday designed to raise awareness of the global importance of tuna.
US,2035,2035-05-03,Ascension Day,,Christian,Ascension Day is the 40th day of Easter and commemorates the ascension of Jesus Christ into heaven.
US,2035,2035-05-03,National Day of Prayer,,Observance,"National Day of Prayer is held on the first Thursday of May each year, inviting Americans of all faiths to pray for the country and its leaders."
US,2035,2035-05-03,World Press Freedom Day,,United Nations observance,World Press Freedom Day focuses on the importance of the freedom of the press and freedom of expression.
US,2035,2035-05-04,Kentucky Oaks,,Sporting event,The Kentucky Oaks is a rade 1 Stakes horse race held annually on the Friday before the Kentucky Derby in May.
US,2035,2035-05-05,Cinco de Mayo,,Observance,"'Cinco de Mayo' means ""Fifth of May"" in Spanish and is a festival of Mexican pride and heritage."
US,2035,2035-05-05,Kentucky Derby,,Sporting event,"Kentucky Derby is a Grade I Stakes horse race held annually in Louisville, Kentucky in May."
US,2035,2035-05-05,National Explosive Ordnance Disposal (EOD) Day,,Observance,National Explosive Ordnance Disposal (EOD) Day is an occasion to remember those serving the profession of explosive ordnance disposal in the United States Armed Forces.
US,2035,2035-05-05,World Portuguese Language Day,,United Nations observance,World Portuguese Language Day is a United Nations observance in the USA
US,2035,2035-05-06,International Family Equality Day,,Worldwide observance,International Family Equality Day is a worldwide observance in the USA
US,2035,2035-05-06,National Nurses Day,,Observance,National Nurses Day is an occasion to honor the work of nurses.
US,2035,2035-05-07,Yom HaShoah,,Hebrew,Many people in the United States observe Yom Hashoah by remembering Holocaust victims who died during World War II.
US,2035,2035-05-08,National Teacher Appreciation Day,,Observance,National Teacher Appreciation Day is a observance in the USA
US,2035,2035-05-08,Time of Remembrance and Reconciliation for Those Who Lost Their Lives during the Second World War,,United Nations observance,"The United Nations’ (UN) Time of Remembrance and Reconciliation for Those Who Lost Their Lives during the Second World War is annually held over two days, from May 8-9."
US,2035,2035-05-08,Victory in Europe Day,,Observance,Victory in Europe Day is a observance in the USA
US,2035,2035-05-08,World Ovarian Cancer Day,,Worldwide observance,World Ovarian Cancer Day aims to spread global awareness about ovarian cancer.
US,2035,2035-05-08,World Red Cross and Red Crescent Day,,Worldwide observance,World Red Cross and Red Crescent Day is a worldwide observance in the USA
US,2035,2035-05-10,International Day of Argania,,United Nations observance,International Day of Argania is a United Nations observance in the USA
US,2035,2035-05-11,Military Spouse Appreciation Day,,Observance,Appreciate and thank all the military spouses and partners you know on Military Spouse Appreciation Day.
US,2035,2035-05-12,International Nurses Day,,Worldwide observance,International Nurses Day focuses on the critical contribution of nurses around the world in maintaining public health.
US,2035,2035-05-12,World Migratory Bird Day,,United Nations observance,World Migratory Bird Day is observed the second weekend of May every year.
US,2035,2035-05-13,Mother's Day,,Observance,Mother's Day celebrates the role of mothers and mother figures.
US,2035,2035-05-13,Pentecost,,Christian,"Many Christians in the United States observe Pentecost, also known as Whitsunday or Whit Sunday."
US,2035,2035-05-14,Whit Monday,,Christian,"Many Christians in the United States will observe Whit Monday, or Pentecost Monday. It is the day after Pentecost, which is also known as Whit Sunday or Whitsunday."
US,2035,2035-05-15,International Day of Families,,United Nations observance,"The International Day of Families is an occasion to celebrate the importance of families to people, societies and cultures around the world."
US,2035,2035-05-15,Peace Officers Memorial Day,,Observance,"Peace Officers Memorial Day is held annually in the United States on May 15 in honor of federal, state and local officers killed or disabled in the line of duty."
US,2035,2035-05-15,Yom Ha'atzmaut,,Hebrew,"Many Jewish communities in the United States celebrate Yom Ha’Atzmaut, which is Israel’s Independence Day, on the fifth day of the month of Iyar in the Jewish calendar."
US,2035,2035-05-16,International Day of Light,,United Nations observance,International Day of Light is a United Nations observance in the USA
US,2035,2035-05-16,International Day of Living Together in Peace,,United Nations observance,International Day of Living Together in Peace is a United Nations observance in the USA
US,2035,2035-05-17,World Telecommunication and Information Society Day,,United Nations observance,World Information Society Day is celebrated each year to raise awareness of how information and communication can be beneficial for societies and economies.
US,2035,2035-05-18,National Defense Transportation Day,,Observance,National Defense Transportation Day occurs annually in the United States on the third Friday of May.
US,2035,2035-05-19,Armed Forces Day,,Observance,Armed Forces Day is a national observance in the United States on the third Saturday of May each year.
US,2035,2035-05-19,Preakness Stakes,,Sporting event,The Preakness Stakes is the second event in the Triple Crown and is annually held two weeks after the Kentucky Derby.
US,2035,2035-05-20,The Prophet's Birthday,,Muslim,Eid Milad ul-Nabi (Mawlid or Milad-un-Nabi) commemorates the Prophet Muhammed's birthday.
US,2035,2035-05-20,Trinity Sunday,,Christian,Trinity Sunday is the first Sunday after Pentecost and is celebrated by many Christians in the United States.
US,2035,2035-05-20,World Autoimmune / Autoinflammatory Arthritis Day,,Worldwide observance,World Autoimmune / Autoinflammatory Arthritis Day is a worldwide observance in the USA
US,2035,2035-05-20,World Bee Day,,United Nations observance,World Bee Day is a United Nations observance in the USA
US,2035,2035-05-21,International Tea Day,,United Nations observance,International Tea Day is a United Nations observance in the USA
US,2035,2035-05-21,World Day for Cultural Diversity for Dialogue and Development,,United Nations observance,"The World Day for Cultural Diversity for Dialogue and Development, held on May 21, is an occasion for people to deepen their understanding of cultural diversity."
US,2035,2035-05-22,International Day for Biological Diversity,,United Nations observance,The International Day for Biological Diversity is an occasion to increase the global understanding and awareness of issues and challenges around biodiversity.
US,2035,2035-05-22,National Maritime Day,,Observance,"National Maritime Day is annually observed in the United States on May 22. It is a time to observe its maritime heritage, to honor those who served as merchant mariners, and to recognize the benefits of the maritime industry."
US,2035,2035-05-23,Emergency Medical Services for Children Day,,Observance,"Emergency Medical Services for Children (EMSC) Day is observed on the Wednesday of Emergency Medical Services (EMS) Week, May 19–25, in the United States."
US,2035,2035-05-23,International Day to End Obstetric Fistula,,United Nations observance,The International Day to End Obstetric Fistula raises awareness of fistula and calls for support to tackle the problem.
US,2035,2035-05-24,Corpus Christi,,Christian,Corpus Christi is observed in honor of the Holy Eucharist.
US,2035,2035-05-25,African Liberation Day,,Worldwide observance,African Liberation Day celebrates African nations' hard-fought freedom from European colonial powers.
US,2035,2035-05-25,National Missing Children's Day,,Observance,National Missing Children's Day is an observation dedicated to addressing the problem of child abduction.
US,2035,2035-05-27,Lag BaOmer,,Hebrew,Many Jewish Americans observe Lag B’Omer on the 18th day of the month of Iyar in the Jewish calendar.
US,2035,2035-05-28,Memorial Day,,National holiday,Memorial Day commemorates all Americans who have died in military service for the United States.
US,2035,2035-05-29,International Day of United Nations Peacekeepers,,United Nations observance,The International Day of United Nations Peacekeepers is an occasion to pay tribute to people who served in United Nations (UN) peacekeeping operations.
US,2035,2035-05-31,World No Tobacco Day,,United Nations observance,World No Tobacco Day draws attention to the health problems caused by tobacco use.
US,2035,2035-06-01,First Day of Caribbean-American Heritage Month,,Observance,First Day of Caribbean-American Heritage Month is a annual monthly observance in the USA
US,2035,2035-06-01,First Day of Pride Month,,Observance,First Day of Pride Month is a annual monthly observance in the USA
US,2035,2035-06-01,Global Day of Parents,,United Nations observance,Global Day of Parents appreciates the role of a parent in nurturing and fostering growth for their children.
US,2035,2035-06-03,World Bicycle Day,,United Nations observance,World Bicycle Day is a United Nations observance in the USA
US,2035,2035-06-04,International Day of Innocent Children Victims of Aggression,,United Nations observance,The United Nations' (UN) International Day of Innocent Children Victims of Aggression is observed on June 4 each year.
US,2035,2035-06-05,"International Day for the Fight against Illegal, Unreported and Unregulated Fishing",,United Nations observance,"International Day for the Fight against Illegal, Unreported and Unregulated Fishing is a United Nations observance in the USA"
US,2035,2035-06-05,World Environment Day,,United Nations observance,World Environment Day is held each year on June 5. It is one of the principal vehicles through which the United Nations (UN) stimulates worldwide awareness of the environment and enhances political attention and action.
US,2035,2035-06-06,D-Day,,Observance,"D-Day is a special anniversary in some countries, including the United States (U.S.), to remember Allied forces’ invasion of Normandy, France, in the Second World War."
US,2035,2035-06-06,Day of the Russian Language,,United Nations observance,Day of the Russian Language is a United Nations observance in the USA
US,2035,2035-06-07,World Food Safety Day,,United Nations observance,World Food Safety Day is a United Nations observance in the USA
US,2035,2035-06-08,World Oceans Day,,United Nations observance,World Oceans Day is annually observed on June 8 to raise awareness of the challenges humanity faces to protect the world's oceans.
US,2035,2035-06-09,Belmont Stakes,,Sporting event,The Belmont Stakes is the third and final horse race of the Triple Crown. It is run annually five weeks after the Kentucky Derby.
US,2035,2035-06-12,Loving Day,,Observance,Loving Day is a observance in the USA
US,2035,2035-06-12,World Day Against Child Labour,,United Nations observance,Poverty and injustice against widows is a world-wide problem addressed by International Widows' Day.
US,2035,2035-06-13,International Albinism Awareness Day,,United Nations observance,International Albinism Awareness Day aims to stop the persecution and murders of people with albinism.
US,2035,2035-06-13,Shavuot,,Hebrew,"Shavuot, also known as the Festival of Weeks, is one of three major Jewish festivals."
US,2035,2035-06-14,Army Birthday,,Observance,Army Birthday is a observance in the USA
US,2035,2035-06-14,Flag Day,,Observance,Flag Day is annually held on June 14 to honor the United States flag.
US,2035,2035-06-14,World Blood Donor Day,,United Nations observance,On World Blood Donor Day numerous events are held worldwide to raise awareness about the importance of safe blood supplies.
US,2035,2035-06-15,World Elder Abuse Awareness Day,,United Nations observance,"World Elder Abuse Awareness Day attempts to shine a light on the problem of physical, emotional, and financial abuse of elders."
US,2035,2035-06-16,International Day of Family Remittances,,United Nations observance,The UN estimates that family remittances worth over 500 billion US$ are transferred worldwide every year.
US,2035,2035-06-17,Father's Day,,Observance,Father's Day celebrates the contribution that fathers and father figures make to the lives of their children.
US,2035,2035-06-17,World Day to Combat Desertification and Drought,,United Nations observance,The United Nations' World Day to Combat Desertification and Drought is observed worldwide on June 17 each year.
US,2035,2035-06-18,Sustainable Gastronomy Day,,United Nations observance,Sustainable Gastronomy Day is a United Nations observance in the USA
US,2035,2035-06-19,International Day for the Elimination of Sexual Violence in Conflict,,United Nations observance,International Day for the Elimination of Sexual Violence in Conflict is a UN day aiming to rid the world of conflict-related sexual violence.
US,2035,2035-06-19,Juneteenth,,National holiday,"Juneteenth, also known as Freedom Day and Emancipation Day, is a holiday or observance in many US states to celebrate the anniversary of the abolition of slavery in Texas on June 19, 1865."
US,2035,2035-06-20,American Eagle Day,,Observance,"Observed annually on June 20 in 47 American states, American Eagle Day is an unofficial holiday that celebrates the removal of the American Bald Eagle from a list of ""endangered species""."
US,2035,2035-06-20,World Refugee Day,,United Nations observance,"The United Nations' World Refugee Day honors refugees' courage, strength and determination."
US,2035,2035-06-21,International Day of Yoga,,United Nations observance,The International Day of Yoga is a UN-day that aims to raise awareness worldwide of the many benefits of practicing yoga.
US,2035,2035-06-21,International Day of the Celebration of the Solstice,,United Nations observance,International Day of the Celebration of the Solstice is a United Nations observance in the USA
US,2035,2035-06-23,International Widows' Day,,United Nations observance,Poverty and injustice against widows is a world-wide problem addressed by International Widows' Day.
US,2035,2035-06-23,Public Service Day,,United Nations observance,The United Nations’ Public Service Day celebrates the idea that democracy and successful governance depend on a competent civil service.
US,2035,2035-06-25,Day of the Seafarer,,United Nations observance,"The Day of the Seafarer aims to acknowledge the social, and economic contribution of the millions of seafarers around the world."
US,2035,2035-06-26,International Day Against Drug Abuse and Illicit Trafficking,,United Nations observance,The United Nations’ (UN) International Day Against Drug Abuse and Illicit Trafficking raise awareness about the dangers of illicit drugs.
US,2035,2035-06-26,International Day in Support of Victims of Torture,,United Nations observance,The United Nations’ (UN) International Day in Support of Victims of Torture is annually observed on June 26 to remind people that human torture is not only unacceptable – it is also a crime.
US,2035,2035-06-27,"Micro-, Small and Medium-sized Enterprises Day",,United Nations observance,"Micro-, Small and Medium-sized Enterprises Day is a United Nations observance in the USA"
US,2035,2035-06-29,International Day of the Tropics,,United Nations observance,International Day of the Tropics is a United Nations observance in the USA
US,2035,2035-06-30,International Asteroid Day,,United Nations observance,The United Nations established International Asteroid Day to raise public awareness of the asteroid impact hazard.
US,2035,2035-06-30,International Day of Parliamentarism,,United Nations observance,International Day of Parliamentarism is a United Nations observance in the USA
US,2035,2035-07-04,Independence Day,,National holiday,"On Independence Day, Americans celebrate the anniversary of publication of the Declaration of Independence from Great Britain in 1776."
US,2035,2035-07-07,International Day of Cooperatives,,United Nations observance,"The United Nations' (UN) International Day of Cooperatives recognizes and reaffirms the role of cooperatives in economic, social and cultural development and in the achievement of social policy objectives."
US,2035,2035-07-11,World Population Day,,United Nations observance,The United Nations' (UN) World Population Day reaffirms the human right to plan for a family.
US,2035,2035-07-13,Friday the 13th,,Worldwide observance,Friday the 13th is a day full of superstitious beliefs in communities worldwide.
US,2035,2035-07-14,Bastille Day,,Observance,Bastille Day is a observance in the USA
US,2035,2035-07-15,World Youth Skills Day,,United Nations observance,Acquiring skills enhances youths' ability to make informed choices and empowers them to gain access to changing labor markets.
US,2035,2035-07-16,Rural Transit Day,,Observance,Rural Transit Day is a observance in the USA
US,2035,2035-07-18,Nelson Mandela Day,,United Nations observance,Nelson Mandela International Day is annually observed on July 18 to recognize the former South African president’s contribution to peace and freedom.
US,2035,2035-07-20,World Chess Day,,United Nations observance,World Chess Day is a United Nations observance in the USA
US,2035,2035-07-22,Parents' Day,,Observance,Parents’ Day is celebrated in the United States on the fourth Sunday of July each year to recognize and promote parenting as a crucial part of families and the wider community.
US,2035,2035-07-25,World Drowning Prevention Day,,United Nations observance,World Drowning Prevention Day is a United Nations observance in the USA
US,2035,2035-07-27,National Korean War Veterans Armistice Day,,Observance,National Korean War Veterans Armistice Day is a observance in the USA
US,2035,2035-07-28,World Hepatitis Day,,United Nations observance,World Hepatitis Day is observed on July 28 every year to raise awareness of hepatitis and encourage prevention and treatment.
US,2035,2035-07-30,International Day of Friendship,,United Nations observance,The International Day of Friendship is annually held on July 30 to celebrate friendships worldwide.
US,2035,2035-07-30,World Day Against Trafficking in Persons,,United Nations observance,July 30 is the UN World Day Against Trafficking in Persons
US,2035,2035-08-04,Barack Obama Day,,Observance,Barack Obama Day is a observance in the USA
US,2035,2035-08-04,Coast Guard Birthday,,Observance,Coast Guard Birthday is a observance in the USA
US,2035,2035-08-07,Purple Heart Day,,Observance,Purple Heart Day on August 7 commemorates the day in 1782 when General George Washington created the Purple Heart Medal – a military decoration that is awarded to those wounded or killed while serving in the United States Armed Forces.
US,2035,2035-08-09,International Day of the World's Indigenous People,,United Nations observance,The United Nations’ (UN) International Day of the World's Indigenous People is observed on August 9 each year to promote and protect the rights of the world’s indigenous peoples.
US,2035,2035-08-12,International Youth Day,,United Nations observance,The United Nations’ (UN) International Youth Day is annually held on August 12 to celebrate the achievements of the world’s youth and to encourage their participation in enhancing society.
US,2035,2035-08-14,Tisha B'Av,,Hebrew,Tisha B’Av is on the ninth day of the month of Av in the Jewish calendar.
US,2035,2035-08-15,Assumption of Mary,,Christian,Assumption Day is a Christian observance in the United States that is held annually on August 15. Catholics observe the Dormition (falling asleep) or the day that the Blessed Virgin Mary was received into heaven.
US,2035,2035-08-19,National Aviation Day,,Observance,National Aviation Day is observed in the United States on August 19 each year to celebrate the history and development of the aviation.
US,2035,2035-08-19,National Senior Citizens Day,,Observance,National Senior Citizens Day is an observance on the third Sunday of August to honor the contributions of senior citizens in the United States.
US,2035,2035-08-19,World Humanitarian Day,,United Nations observance,The United Nations’(UN) World Humanitarian Day focuses on increasing public awareness about humanitarian service worldwide and is annually observed on August 19.
US,2035,2035-08-21,International Day of Remembrance of and Tribute to the Victims of Terrorism,,United Nations observance,International Day of Remembrance of and Tribute to the Victims of Terrorism is a United Nations observance in the USA
US,2035,2035-08-22,International Day Commemorating the Victims of Acts of Violence Based on Religion or Belief,,United Nations observance,International Day Commemorating the Victims of Acts of Violence Based on Religion or Belief is a United Nations observance in the USA
US,2035,2035-08-23,International Day for the Remembrance of the Slave Trade and its Abolition,,United Nations observance,The United Nations’ (UN) International Day for the Remembrance of the Slave Trade and its Abolition is held on August 23 each year to remind people of the tragedy of the transatlantic slave trade.
US,2035,2035-08-26,Women's Equality Day,,Observance,Women's Equality Day on August 26 is an annual observance that commemorates the anniversary of the first time voting rights were extended to women in the United States.
US,2035,2035-08-29,International Day against Nuclear Tests,,United Nations observance,The United Nations’ (UN) International Day against Nuclear Tests is annually observed on August 29. The day raises awareness of the dangers of nuclear weapons and a closer approach to eliminating the use of those weapons.
US,2035,2035-08-30,International Day of the Victims of Enforced Disappearances,,United Nations observance,The International Day of the Victims of Enforced Disappearances is annually observed on August 30.
US,2035,2035-08-31,International Day for People of African Descent,,United Nations observance,International Day for People of African Descent is a United Nations observance in the USA
US,2035,2035-08-31,International Overdose Awareness Day,,Worldwide observance, International Overdose Awareness Day is an annual observation which aims to raise global awareness of about the impact of drug overdose on families and communities. The campaign also attempts to remove the stigma associated with overdose.
US,2035,2035-09-03,Labor Day,,National holiday,Labor Day is a federal holiday in the United States. It gives workers a day of rest and it celebrates their contribution to the American economy.
US,2035,2035-09-04,World Sexual Health Day,,Worldwide observance, World Sexual Health Day is an annual awareness day that attempts to break down social and cultural taboos associated with sexuality and to promote sexual health around the world.
US,2035,2035-09-05,International Day of Charity,,United Nations observance,The International Day of Charity raises public awareness of what charities do to help minimize poverty.
US,2035,2035-09-07,International Day of Clean Air for Blue Skies,,United Nations observance,International Day of Clean Air for Blue Skies is a United Nations observance in the USA
US,2035,2035-09-07,Still's Disease Awareness Day,,Worldwide observance,Still's Disease Awareness Day is a worldwide observance in the USA
US,2035,2035-09-08,Carl Garner Federal Lands Cleanup Day,,Observance,Carl Garner Federal Lands Cleanup Day encourages people in the United States to participate in cleaning up the federal lands. It is observed on the first Saturday after Labor Day.
US,2035,2035-09-08,International Literacy Day,,United Nations observance,The United Nations' (UN) International Literacy Day is held on September 8 each year.
US,2035,2035-09-09,International Day to Protect Education from Attack,,United Nations observance,International Day to Protect Education from Attack is a United Nations observance in the USA
US,2035,2035-09-09,National Grandparents Day,,Observance,National Grandparents Day is celebrated on the first Sunday of September after Labor Day in the United States.
US,2035,2035-09-10,World Suicide Prevention Day,,Worldwide observance,World Suicide Prevention Day promotes worldwide action to prevent suicides on September 10 each year.
US,2035,2035-09-11,Patriot Day,,Observance,"Patriot Day is held in memory of nearly 3000 people who died during terrorist attacks in New York, Washington DC and Shanksville, Pennsylvania, in the United States."
US,2035,2035-09-12,International Day for South-South Cooperation,,United Nations observance,The United Nations Day for South-South Cooperation is observed on September 12 each year.
US,2035,2035-09-13,International Programmers' Day,,Worldwide observance,"Many people celebrate International Programmers’ Day on January 7, while others observe this event on the 256th day of the year, usually on September 13 or on September 12 in leap years."
US,2035,2035-09-15,First Day of National Hispanic Heritage Month,,Observance,First Day of National Hispanic Heritage Month is a annual monthly observance in the USA
US,2035,2035-09-15,International Day of Democracy,,United Nations observance,The United Nations’ (UN) International Day of Democracy is observed on September 15 each year.
US,2035,2035-09-16,International Day for the Preservation of the Ozone Layer,,United Nations observance,The United Nations' (UN) International Day for the Preservation of the Ozone Layer focuses on the importance of protecting human health and the environment.
US,2035,2035-09-17,Constitution Day and Citizenship Day,,Observance,Constitution Day and Citizenship Day is a combined event that occurs in the United States on September 17 each year.
US,2035,2035-09-17,World Patient Safety Day,,United Nations observance,World Patient Safety Day is a United Nations observance in the USA
US,2035,2035-09-18,Air Force Birthday,,Observance,Air Force Birthday is a observance in the USA
US,2035,2035-09-18,International Equal Pay Day,,United Nations observance,International Equal Pay Day is a United Nations observance in the USA
US,2035,2035-09-21,International Day of Peace,,United Nations observance,"The United Nations' (UN) International Day of Peace is annually held on September 21 to recognize the efforts of individuals, organizations and governments to end conflict and promote peace."
US,2035,2035-09-21,National POW/MIA Recognition Day,,Observance,National POW/MIA Recognition Day is annually observed in the United States on the third Friday of September.
US,2035,2035-09-22,National Public Lands Day,,Observance,National Public Lands Day is a observance in the USA
US,2035,2035-09-23,International Celebrate Bisexuality Day,,Worldwide observance,"International Celebrate Bisexuality Day, also known as Bi Visibility Day, promotes the rights of bisexual people around the world."
